directory	fn	Quality	THRES	HIGHTHRES	NLIM	NLIMHOLES	numWhitePixels	numBlackPixels	ratio	numLargeBlobs	perimeterLength	axisRatio	countLargeHoles	medianLargeHoleAreas	maxLargeHoleAreas	meanDistances	stdDistances	modeDistances	medianDistances	skewnessDistances	erosionslope	frct01	medianEccentricity	medianArea	sumEdgesLow	sumEdgesHigh	areaOverEdgeLow	areaOverEdgeHigh	stdRaw	areaHigh	stdHigh	compactnessCenter	brightnessCenter	blackCoreFraction	intensityKurtosis	intensitySkewness	intensityRatio	skeletonLength	skeletonBranchPoints	skeletonEndPoints	fractalDim	log10Entropy	waveletEntropy	stdRays	lowRays	stdMaxRays	corrGLCM	energyGLCM	meanStd5	meanStd25	ms25over5	ms100over25	numContours
081624_test_pH7.62	DSC_0015.jpg	1	70	200	1400	1000	380368	0	0	83	39192	1.184834939	0	0	0	452.9533851	189.1011693	676.45	453.5942548	-0.174674363	0.086322193	18	0.657725309	1029	0.205350834	0.071061241	4.869714813	14.07236892	60.21920568	265945	10.72589379	0.290514353	81.52711833	0.00868195	1.596072218	-0.377163112	0.811618857	0.120317752	0.008251454	0.01256947	1.809244805	-8.41E-05	4.01E-05	16.35754203	136.8826219	125.4579676	0.964715604	0.850392449	3.77E-06	7.80E-06	2.071887042	1.448633343	0.001604499
081624_test_pH7.62	DSC_0016.jpg	1	70	200	1400	1000	361652	0	0	76	39823	1.056426771	0	0	0	455.1083552	194.8458615	418.95	444.4091471	-0.02929909	0.092317753	17	0.726738947	1368	0.226401991	0.063329315	4.416922286	15.79047566	61.29650751	244795	10.34921422	0.311061246	82.89955679	0.008284224	1.474285874	-0.194227634	0.726595754	0.128675071	0.009098665	0.013944118	1.800269907	-5.23E-05	3.95E-05	15.51842851	137.8051765	74.05915083	0.962428824	0.845446998	3.82E-06	7.67E-06	2.006983344	1.456868643	0.001323731
081624_test_pH7.62	DSC_0017.jpg	1	70	200	1400	1000	406569	0	0	88	40962	1.119886502	0	0	0	502.0173713	197.9975113	595.1	499.2579682	-0.032806639	0.084279175	18	0.615392454	1205	0.222636899	0.072248641	4.491618438	13.84109077	61.20761011	294214	10.62195798	0.274598905	82.07471191	0.008816291	1.560491524	-0.37282446	0.785344208	0.13104126	0.010553648	0.015494518	1.791605103	-1.49E-05	3.60E-05	18.26440138	141.119603	135.9037396	0.975699394	0.8320454	4.05E-06	8.58E-06	2.120048837	1.486858118	0.001605742
081624_test_pH7.62	DSC_0018.jpg	1	70	200	1400	1000	518543	0	0	110	61600	1.043516361	0	0	0	489.4091665	206.3678934	537.25	506.409452	-0.142570751	0.100082925	16	0.503884459	1194	0.227825032	0.067215616	4.389333302	14.87749512	61.22015514	302720	11.29648844	0.387259038	87.93141625	0.006926216	1.484080405	-0.145770255	0.918579915	0.133455096	0.010264656	0.013856623	1.807397417	-3.66E-07	2.93E-05	16.84198876	128.0719921	90.35236835	0.967617055	0.745012876	3.83E-06	7.88E-06	2.0563898	1.424156747	0.001699297
081624_test_pH7.62	DSC_0019.jpg	1	70	200	1400	1000	542052	1910	0.003523647	118	70939	1.012197318	1	1910	1910	470.0763961	198.787126	528.05	481.5101376	-0.113275575	0.108973678	17	0.632400631	1636	0.24151672	0.056068944	4.140500089	17.83518531	58.97715309	264385	11.51636199	0.350732134	85.99399172	0.0075136	1.54776684	0.047848984	0.8737434	0.136570741	0.010419079	0.013974757	1.801589565	-5.14E-05	2.82E-05	13.93916343	130.7711161	49.40738261	0.963041712	0.843018218	3.29E-06	6.32E-06	1.920339188	1.374974875	0.001702949
081624_test_pH7.62	DSC_0020.jpg	1	70	200	1400	1000	330247	0	0	79	45627	1.036885078	0	0	0	503.4394433	216.740759	693.75	535.0312232	-0.350151586	0.111351806	15	0.88432957	3434	0.322305215	0.054928283	3.102649144	18.20555721	61.35773153	200255	11.96364652	0.307490887	77.61851551	0.008884736	1.572056453	0.333813939	0.769752179	0.180226887	0.019223489	0.02304651	1.853860276	-6.98E-05	3.33E-05	15.18866991	117.2289371	187.7699803	0.953139561	0.782271566	3.86E-06	7.06E-06	1.827710749	1.38062125	0.001594534
081624_test_pH7.62	DSC_0021.jpg	1	70	200	1400	1000	508599	0	0	113	65895	1.032226834	0	0	0	495.9505177	194.9657368	672.2	509.3655921	-0.340781629	0.108476423	16	0.762002593	2136	0.242108673	0.063540113	4.130376615	15.73808981	59.98436644	277152	11.74286591	0.322274391	82.33324845	0.008192251	1.5087349	-0.026564735	0.838268316	0.13667372	0.009381505	0.013181509	1.813848625	-5.37E-05	2.95E-05	13.28715008	133.6526184	44.28414287	0.966213415	0.833838363	3.48E-06	6.75E-06	1.938800202	1.374307277	0.001656412
081624_test_pH7.62	DSC_0022.jpg	1	70	200	1400	1000	551718	0	0	120	70488	1.078773715	0	0	0	490.2730602	199.3481206	607.2	506.27185	-0.207313282	0.106877064	17	0.786192549	3015.5	0.235505141	0.057357273	4.246191807	17.43458076	59.86628221	291728	11.13425813	0.35060078	85.09745365	0.007584768	1.514116308	-0.016499862	0.794337866	0.136824999	0.011351999	0.014420511	1.810386051	-5.85E-05	2.78E-05	15.06931033	128.309618	136.5280606	0.964500626	0.808764314	3.34E-06	6.49E-06	1.943861597	1.406215069	0.001506881
081624_test_pH7.62	DSC_0023.jpg	1	70	200	1400	1000	555270	0	0	136	69703	1.142088611	0	0	0	496.0673866	201.3924018	500.95	498.5888804	-0.008524672	0.105055739	16	0.535768485	836	0.22083117	0.052565614	4.528346254	19.02384329	61.73061697	289356	11.20988873	0.397617684	90.08175785	0.006636537	1.45053328	0.040599653	0.821368284	0.117585001	0.006000099	0.009868766	1.801571862	-5.16E-05	2.83E-05	14.45128729	125.9083093	87.70254739	0.974952612	0.879732323	3.08E-06	6.24E-06	2.024829092	1.433399919	0.00087304
081624_test_pH7.62	DSC_0024.jpg	1	70	200	1400	1000	414500	0	0	103	50862	1.077745211	0	0	0	484.9682658	224.778816	743.05	501.3588461	-0.122590179	0.102168637	17	0.791079918	2146	0.26295771	0.053287533	3.802892873	18.76611564	61.03187806	257938	10.96927479	0.371946803	85.654174	0.007287829	1.495199614	0.145700769	0.781044003	0.144569291	0.011991643	0.016569069	1.813015299	-5.39E-05	2.96E-05	13.53951262	126.8217374	97.6137989	0.961271311	0.833608657	3.51E-06	6.60E-06	1.877755093	1.400026157	0.001274442
081624_test_pH7.62	DSC_0025.jpg	1	70	200	1400	1000	490436	1232	0.002512051	107	57460	1.13789968	1	1232	1232	476.8195743	202.0916747	379.25	473.5875032	-0.070198375	0.100099299	17	0.589139076	1141	0.231402676	0.061639115	4.321471198	16.22346451	60.12104208	283901	11.413075	0.360439858	87.10413202	0.007307399	1.499434347	-0.049726203	0.858513038	0.133796771	0.010467732	0.014157168	1.800667989	-7.93E-05	2.92E-05	14.82419376	129.4178893	108.114136	0.966605109	0.854475691	3.38E-06	6.55E-06	1.939477245	1.371079845	0.001763946
081624_test_pH7.62	DSC_0026.jpg	1	70	200	1400	1000	414704	0	0	104	49488	1.013469211	0	0	0	492.6944294	207.1932781	795.15	507.8471038	-0.176899093	0.101068955	17	0.828335121	3050	0.252654484	0.051736808	3.957974474	19.32859881	60.89450914	250738	11.40876964	0.36312698	83.5418809	0.007579288	1.501541574	0.152209212	0.757798519	0.133323916	0.008311521	0.013558687	1.801494224	-6.39E-05	3.04E-05	14.70136567	122.496303	123.8612132	0.965483071	0.884541791	3.45E-06	6.64E-06	1.924503304	1.432802067	0.001198033
081624_test_pH7.62	DSC_0027.jpg	1	70	200	1400	1000	450463	5295	0.011754573	100	54725	1.12459027	2	2647.5	3545	493.6461103	203.115749	564.25	508.0454077	-0.18875452	0.101900933	17	0.708145592	1106	0.243878404	0.057207202	4.100404076	17.48031643	60.2965267	264418	11.3258008	0.384358911	88.00529964	0.006957072	1.498929636	0.040749906	0.872521138	0.13913912	0.011441173	0.015329431	1.803390858	-4.69E-05	3.00E-05	16.18971202	125.8885982	89.89544006	0.963298629	0.850403375	3.43E-06	6.55E-06	1.91018611	1.411477452	0.001632158
081624_test_pH7.62	DSC_0028.jpg	1	70	200	1400	1000	391119	0	0	84	43332	1.060867707	0	0	0	494.3070729	194.5518669	484.75	511.6208555	-0.291620707	0.094281024	17	0.820611346	2999.5	0.249703926	0.051809058	4.004742801	19.30164409	61.22174286	238741	11.29187728	0.357830578	82.40490475	0.00774776	1.503450299	0.133353011	0.801521528	0.139547421	0.011105782	0.016075014	1.806185327	-4.95E-05	3.17E-05	14.77678408	121.5329779	115.2616069	0.954173088	0.773710045	3.49E-06	6.51E-06	1.866554919	1.405965876	0.001325789
081624_test_pH7.62	DSC_0029.jpg	1	70	200	1400	1000	454081	1244	0.002739599	116	56307	1.051127723	1	1244	1244	490.7476583	210.2820301	511.5	484.7268628	-0.002599364	0.102771312	17	0.612381957	873.5	0.253576106	0.055265291	3.943589226	18.09453981	60.3012558	266952	11.43496286	0.361738189	86.05276476	0.007378168	1.512290077	0.084712218	0.833053174	0.138884657	0.010555802	0.015524519	1.808843819	-6.02E-05	2.87E-05	14.78118158	125.6378711	71.73640305	0.965111158	0.875724927	3.41E-06	6.56E-06	1.919674988	1.396787408	0.00158369
081624_test_pH7.62	DSC_0030.jpg	1	70	200	1400	1000	469048	0	0	113	56103	1.139093447	0	0	0	505.1585213	275.1958917	442	477.7373388	2.440696121	0.098819737	17	0.5139812	771	0.24941577	0.053808099	4.009369584	18.58456285	60.27302458	281427	11.10549977	0.380510902	89.39355403	0.006890738	1.511890657	0.110887252	0.905915824	0.143348489	0.012813023	0.016902636	1.818405866	-7.17E-05	2.64E-05	14.43925193	127.3003921	82.76276685	0.967339877	0.883009297	3.27E-06	6.32E-06	1.93255473	1.401438658	0.001590143
081624_test_pH7.62	DSC_0031.jpg	1	70	200	1400	1000	468106	3246	0.006934327	106	57117	1.162567436	2	1623	2001	462.4080766	201.156593	459	469.3036569	-0.054927641	0.103425506	17	0.825608899	3436	0.238871463	0.055087739	4.18635189	18.15285964	59.92831103	253078	11.06339423	0.375884267	86.69710907	0.007157045	1.528774063	0.002387752	0.796016391	0.13496099	0.01048859	0.014603483	1.799958983	-8.48E-05	3.12E-05	13.22946244	131.4803713	83.14793491	0.968001712	0.896884944	3.48E-06	6.60E-06	1.895778026	1.415069178	0.001709778
081624_test_pH7.62	DSC_0032.jpg	1	70	200	1400	1000	377876	0	0	88	41577	1.138242072	0	0	0	474.7280609	210.1870888	712.55	489.2501048	-0.190640779	0.09318242	19	0.648059882	1109	0.234521007	0.059034065	4.264010354	16.93937234	61.4225046	254626	11.49845262	0.362369005	84.14821799	0.007538988	1.470949151	-0.033662088	0.79940097	0.135633051	0.012299953	0.016122465	1.809038558	-3.72E-05	3.36E-05	17.77512129	126.4812193	80.39015851	0.959975585	0.773066718	3.63E-06	7.01E-06	1.929612197	1.408151443	0.001556652
081624_test_pH7.62	DSC_0033.jpg	1	70	200	1400	1000	377676	0	0	82	38764	1.172025402	0	0	0	445.3865891	199.0817351	428.4	450.9377053	-0.109336425	0.085809265	20	0.52166314	868.5	0.218150467	0.060506325	4.583992016	16.52719775	60.27076005	263077	11.10196164	0.394431536	86.96541791	0.006921693	1.545867497	-0.216645999	0.779012921	0.128683809	0.011443964	0.015498061	1.800338903	-5.56E-05	3.56E-05	14.80616001	133.2995076	80.27407349	0.968926397	0.908583097	3.63E-06	7.14E-06	1.968148802	1.433264845	0.001895938
081624_test_pH7.62	DSC_0034.jpg	1	70	200	1400	1000	425144	0	0	88	43889	1.114683464	0	0	0	472.6980477	194.1564369	724	469.157971	-0.08948648	0.088088977	17	0.755912641	1384	0.222758236	0.059999764	4.489171839	16.66673225	61.54119495	267428	11.25147465	0.388378256	88.2462737	0.00689	1.453965107	-0.073920324	0.81745939	0.127206937	0.009397376	0.014109345	1.806679352	-5.17E-05	3.31E-05	16.82200434	125.6743106	120.4199771	0.96577974	0.865857596	3.39E-06	6.56E-06	1.93761673	1.446736421	0.001444728
081624_test_pH7.62	DSC_0035.jpg	1	70	200	1400	1000	454347	0	0	83	51894	1.114211459	0	0	0	466.5654059	201.8563209	489.6	472.6710333	-0.076797725	0.096922616	17	0.720691118	1160	0.227272047	0.057322752	4.40001317	17.44507998	61.42697849	271747	11.38812562	0.380376055	86.68309024	0.007107303	1.4495626	0.045373854	0.784790666	0.129394543	0.009266276	0.013007615	1.812753261	-8.28E-05	3.05E-05	17.38137741	122.0310453	78.19409104	0.9673104	0.863067251	3.29E-06	6.29E-06	1.911279609	1.412149152	0.001261171
081624_test_pH7.62	DSC_0036.jpg	1	70	200	1400	1000	422414	1872	0.004431671	108	52824	1.05432479	1	1872	1872	482.0969476	217.2814528	765	474.967722	-0.018940211	0.103278774	17	0.745012663	1473	0.261279263	0.054541456	3.827322489	18.33467742	61.41891174	258051	11.26114192	0.336958943	83.70295194	0.007882859	1.481047657	0.078672635	0.818171468	0.142225508	0.011159519	0.015960095	1.793630615	-4.72E-05	3.02E-05	13.4268558	131.0026176	63.90299999	0.96151503	0.84194574	3.52E-06	6.77E-06	1.923394447	1.418459678	0.001387013
081624_test_pH7.62	DSC_0037.jpg	1	70	200	1400	1000	558124	8580	0.015372928	143	69614	1.171602502	1	8580	8580	540.6534779	210.1393338	741.25	558.3926078	-0.251037743	0.10534254	16	0.550658597	802.5	0.241167335	0.06437564	4.146498537	15.53382604	60.57514742	326559	11.39932052	0.342164111	85.90646114	0.007617194	1.481900443	-0.030681143	0.872074232	0.138045994	0.010445259	0.013909475	1.799944139	-1.44E-05	2.56E-05	14.77269687	129.7317911	72.91907807	0.966402918	0.854924887	3.29E-06	6.48E-06	1.972064782	1.36660409	0.001674352
081624_test_pH7.62	DSC_0038.jpg	1	70	200	1400	1000	524553	2040	0.003889026	113	57891	1.067202472	1	2040	2040	517.3576339	200.9779906	592.3	520.632265	-0.139637299	0.094303912	17	0.510887771	1189	0.233059562	0.065320869	4.290748653	15.30904318	62.01234509	342775	10.89332934	0.361145595	88.05005411	0.007215635	1.427591866	-0.075283934	0.871865571	0.138176077	0.011632046	0.014883011	1.809698879	-4.83E-05	2.65E-05	17.7991824	126.4283667	56.01514573	0.960869428	0.76184034	3.25E-06	6.49E-06	1.997173106	1.410078265	0.00148771
081624_test_pH7.62	DSC_0039.jpg	1	70	200	1400	1000	524129	0	0	125	65595	1.17406113	0	0	0	535.6455979	281.3788052	632.5	540.9693504	2.732190808	0.106557164	16	0.558340221	853.5	0.252643653	0.058756056	3.95814416	17.01952211	59.82564216	300896	11.34172018	0.394657054	88.25525024	0.006813286	1.515113008	0.087377717	0.857989797	0.14255605	0.011374927	0.015860782	1.807487649	-3.98E-05	2.54E-05	13.2705595	130.4442016	118.1782381	0.958991429	0.746276008	3.33E-06	6.57E-06	1.971581991	1.38904148	0.001502864
081624_test_pH7.62	DSC_0040.jpg	1	70	200	1400	1000	1037772	20761	0.020005358	68	62035	1.80526849	6	1832	11218	741.9365583	380.4889211	535.5	696.796297	0.334292259	0.062186299	37	0.86110657	999	0.172593482	0.085323968	5.793961569	11.72003624	57.60324478	795750	9.85512196	0.367600602	81.25279902	0.007713674	1.983600189	-0.748296743	0.831013204	0.124592187	0.01306753	0.014525959	1.830336754	-2.98E-05	1.62E-05	18.28189689	130.5944814	234.8061587	0.977369011	0.829413283	2.50E-06	5.20E-06	2.082496717	1.613497728	0.002529646
081624_test_pH7.62	DSC_0041.jpg	1	70	200	1400	1000	534193	6917	0.012948504	97	55808	1.188662635	3	1690	3997	495.8300714	209.9109432	474.35	497.6658771	-0.18775337	0.093647801	16	0.587172969	948	0.224027612	0.068705265	4.463735484	14.55492539	60.84374728	318700	11.34888102	0.353492592	87.85934939	0.007317679	1.483387225	-0.12110152	0.822579508	0.128972908	0.008669653	0.012285056	1.808884686	-3.74E-05	2.82E-05	15.61843884	132.5172901	56.94239467	0.969862695	0.869402796	3.26E-06	6.43E-06	1.976898674	1.409981928	0.001942002
081624_test_pH7.62	DSC_0042.jpg	1	70	200	1400	1000	602454	2617	0.0043439	139	72955	1.065650173	1	2617	2617	508.8865765	196.1950076	628.65	520.9364732	-0.119054074	0.103011848	16	0.537605672	728	0.213038957	0.047075895	4.693977173	21.24229375	59.78280947	277737	12.05991429	0.360323081	85.51023754	0.007427847	1.532136478	0.179737147	0.854326901	0.110565305	0.0051585	0.008419213	1.811016829	-4.67E-05	2.56E-05	12.97814135	124.8040738	69.46103951	0.967067961	0.809945561	2.81E-06	5.89E-06	2.092173631	1.379838491	0.000759344
081624_test_pH7.62	DSC_0043.jpg	1	70	200	1400	1000	546758	0	0	120	62626	1.177290062	0	0	0	514.2716403	201.4859352	575.7	533.5798385	-0.192503808	0.099192147	15	0.558743499	1172.5	0.22400152	0.069627795	4.464255427	14.36208057	59.90066399	322867	11.55133683	0.347708444	86.05578678	0.007541768	1.519066834	-0.140500138	0.84349759	0.133808324	0.011014183	0.013909276	1.805849536	-2.50E-05	2.73E-05	15.36429813	132.3813738	81.30250819	0.965700103	0.828414303	3.80E-06	7.83E-06	2.059325701	1.382347975	0.002073563
081624_test_pH7.62	DSC_0044.jpg	1	70	200	1400	1000	438783	0	0	80	49091	1.083631904	0	0	0	437.3032431	181.4920898	416.05	436.9446006	-0.110267167	0.092603405	19	0.586869916	1097	0.224499213	0.061615748	4.454358607	16.22961713	61.95738738	270178	10.69662862	0.368899358	88.49877052	0.007093953	1.459506114	-0.174635205	0.792722825	0.129461417	0.009314961	0.014091339	1.788635638	-5.51E-05	3.49E-05	16.0810183	131.1999544	151.4083005	0.9654427	0.861247551	3.83E-06	7.76E-06	2.024033221	1.452266685	0.001655118
081624_test_pH7.62	DSC_0045.jpg	1	70	200	1400	1000	358793	0	0	67	39837	1.142515922	0	0	0	452.701306	191.409682	675.75	434.3195752	-0.050334657	0.092608273	19	0.776972719	990	0.245058292	0.064364429	4.080661749	15.53653189	62.72287605	254625	10.84122441	0.333142352	82.98550932	0.008000928	1.437308866	-0.156808318	0.764170387	0.14100731	0.011260289	0.015788262	1.798604908	-2.12E-05	3.76E-05	16.32107293	133.020438	69.70759468	0.948540765	0.687225267	3.83E-06	7.33E-06	1.913096956	1.443380563	0.001686859
081624_test_pH7.62	DSC_0046.jpg	1	70	200	1400	1000	383984	0	0	82	41992	1.053878918	0	0	0	455.7088074	181.0590811	413.1	458.9495678	-0.17933744	0.092667142	17	0.738102836	1335.5	0.216293283	0.066836825	4.623352079	14.96181194	60.67408923	267724	10.916647	0.302542474	78.39746946	0.008869124	1.526798	-0.254806034	0.784811161	0.127252847	0.010124727	0.013820344	1.806714734	-2.69E-05	3.72E-05	17.64316363	134.5433783	51.9916225	0.951937487	0.70361599	3.77E-06	7.67E-06	2.033260952	1.411518781	0.001758077
081624_test_pH7.62	DSC_0047.jpg	1	70	200	1400	1000	363979	0	0	62	35662	1.180900783	0	0	0	487.181301	176.4839815	631.25	498.4998372	-0.315908777	0.082886375	18	0.753474388	1080	0.21575084	0.077184666	4.63497616	12.95594129	61.3315031	278475	11.38947402	0.269491809	76.6106651	0.009511549	1.582370106	-0.399464309	0.745582478	0.131922167	0.011151115	0.014562377	1.794874405	-4.37E-05	3.96E-05	18.53576219	133.1553193	56.12702913	0.955250795	0.682910977	3.81E-06	7.80E-06	2.046580425	1.445517729	0.002055595
081624_test_pH7.62	DSC_0048.jpg	1	70	200	1400	1000	377823	0	0	83	41285	1.109013559	0	0	0	463.2884234	189.0469632	702.75	462.806407	-0.181974415	0.091255164	17	0.690303636	1173	0.217964797	0.067013696	4.587896821	14.92232264	60.96257707	257053	11.12196533	0.31380913	79.45061915	0.008608349	1.514427215	-0.241772939	0.797138255	0.124971905	0.0089148	0.013445975	1.805439533	-5.09E-05	3.84E-05	16.8960043	131.9839684	60.83555723	0.952547349	0.690865768	3.78E-06	7.70E-06	2.038572603	1.420818925	0.001607615
081624_test_pH7.62	DSC_0049.jpg	1	70	200	1400	1000	403127	1230	0.003051148	80	44828	1.010395017	1	1230	1230	471.2407095	180.235722	432.5	471.5735911	-0.206800812	0.0935529	19	0.831583226	4972.5	0.224726297	0.062868075	4.449857513	15.90632438	60.53330977	260596	10.969151	0.289839504	79.31214342	0.008930117	1.497131613	-0.173620726	0.807702905	0.128125624	0.008907826	0.013548391	1.800476489	-3.26E-05	3.60E-05	16.64955365	132.5310982	39.74327217	0.961264701	0.812983755	3.65E-06	7.24E-06	1.984604479	1.431317846	0.001543101
081624_test_pH7.62	DSC_0050.jpg	1	70	200	1400	1000	373444	4325	0.011581388	72	40677	1.044772445	1	4325	4325	465.273028	188.8999178	480.85	475.522493	-0.297095272	0.092562205	17	0.805917575	1374	0.20399625	0.079062088	4.902050906	12.64828727	59.68034103	259101	11.27478633	0.312222452	79.8543381	0.008587089	1.653758759	-0.416711276	0.810813269	0.124315935	0.010087747	0.012921132	1.797390652	-5.54E-05	4.18E-05	19.3255396	133.7439042	69.05230277	0.951312975	0.693729094	3.91E-06	8.14E-06	2.084123148	1.46646106	0.002194613
